experiment_name,block,class2_f1,class2_precision,class2_recall,class2_iou,mean_iou,macro_f1,weighted_f1,accuracy,class0_f1,class0_iou,class1_f1,class1_iou,best_val_f1,best_val_loss,epochs_run,train_time_min,weights_path
baseline_combined,a,0.0,0.0,0.0,0.0,0.2747933151375534,0.3012457090733886,0.7451415691920413,0.8243799454126602,0.0,0.0,0.9037371272201659,0.8243799454126602,0.36764079332351685,1.0257337093353271,40,4.24,/Users/santi/DataspellProjects/Techo/experiments/exp_01_baseline_combined/best_model.weights.h5
pure_dice,a,0.019198339603061356,0.013855083317730763,0.03125,0.009692206941715782,0.3321703282244861,0.43909053474660137,0.7289261795691302,0.6914015549879807,0.5230674840505395,0.35415801223272575,0.7750057805862032,0.6326607654990167,0.4395662248134613,0.9037989377975464,40,4.25,/Users/santi/DataspellProjects/Techo/experiments/exp_02_pure_dice/best_model.weights.h5
pure_focal,a,0.0,0.0,0.0,0.0,0.27482670188969016,0.30126576994261733,0.7451911904385063,0.8244801056690705,0.0,0.0,0.903797309827852,0.8244801056690705,0.3433853089809418,0.02997286431491375,40,4.3,/Users/santi/DataspellProjects/Techo/experiments/exp_03_pure_focal/best_model.weights.h5
dice_recall_monitor,b,0.0034304728906879812,0.001787853324513257,0.04222972972972973,0.0017181835363653546,0.20186241314846645,0.30973253730747957,0.4860037102932843,0.447483160556891,0.4248542320629431,0.2697237555476328,0.5009129069688076,0.3341453003614012,0.049912434071302414,0.910214900970459,33,3.35,val_class2_recall,True,1.0,True,False,/Users/santi/DataspellProjects/Techo/experiments/exp_01_dice_recall_monitor/best_model.weights.h5
dice_cls2_10x_raw,b,0.0005673758865248227,0.000864304235090752,0.0004222972972972973,0.00028376844494892167,0.0648637937708514,0.11212338165513536,0.08253814598524997,0.18778483072916666,0.2977303704507388,0.17490200452531948,0.03807239862814244,0.019405608342285777,0.005253940355032682,0.2677989900112152,15,1.62,val_class2_recall,False,10.0,True,False,/Users/santi/DataspellProjects/Techo/experiments/exp_02_dice_cls2_10x_raw/best_model.weights.h5
dice_cls2_50x_raw,b,0.002510665609544305,0.0012840316663448542,0.05616554054054054,0.0012569106459386665,0.09561323678558165,0.16218980765845528,0.16436592445264295,0.22660006009615385,0.35965222864786184,0.21925364543361472,0.12440652871795967,0.06632915427719153,0.04932866245508194,-1.971740961074829,13,1.37,val_class2_recall,False,50.0,True,False,/Users/santi/DataspellProjects/Techo/experiments/exp_03_dice_cls2_50x_raw/best_model.weights.h5
baseline_combined_den3,c,0.0,0.0,0.0,0.0,0.2748371352497329,0.3012720385125535,0.7452066959607367,0.8245114057491987,0.0,0.0,0.9038161155376606,0.8245114057491987,0.305894672870636,1.0681462287902832,40,4.51,val_f1,True,1.0,True,True,DEN3,3,/Users/santi/DataspellProjects/Techo/experiments/exp_01_baseline_combined_den3/best_model.weights.h5
pure_dice_den3,c,0.004779726743923885,0.002675551516987228,0.022381756756756757,0.0023955885011751944,0.26736920148405763,0.32634688745665824,0.7182397104808809,0.7308772160456731,0.13032558719648052,0.06970496376482004,0.8439353484295702,0.7300070521861777,0.2346659004688263,0.956964910030365,13,1.42,val_f1,True,1.0,True,False,DEN3,3,/Users/santi/DataspellProjects/Techo/experiments/exp_02_pure_dice_den3/best_model.weights.h5
