epoch,accuracy,class2_precision,class2_recall,f1,learning_rate,loss,val_accuracy,val_class2_precision,val_class2_recall,val_f1,val_loss
0,0.19748198986053467,0.02104017697274685,0.27505582571029663,0.23560994863510132,9.999999747378752e-05,1.4831370115280151,0.02955547161400318,3.244646359235048e-05,0.00029188557527959347,0.2188090831041336,1.3997926712036133
1,0.22232261300086975,0.025508975610136986,0.20594722032546997,0.2414465993642807,9.999999747378752e-05,1.3867164850234985,0.24868613481521606,0.0,0.0,0.23517736792564392,1.4118341207504272
2,0.32058337330818176,0.03041127696633339,0.1871984302997589,0.2657954692840576,9.999999747378752e-05,1.284244179725647,0.6027173399925232,0.0,0.0,0.25663965940475464,1.3867886066436768
3,0.515716552734375,0.04289146512746811,0.17178581655025482,0.28595858812332153,9.999999747378752e-05,1.2044450044631958,0.7266845703125,0.0,0.0,0.2703332304954529,1.301836371421814
4,0.5636205673217773,0.04904219135642052,0.14000937342643738,0.2862513065338135,9.999999747378752e-05,1.175619125366211,0.7428075075149536,0.0,0.0,0.2792544960975647,1.2335618734359741
5,0.6145496368408203,0.06992238014936447,0.164796382188797,0.3040609657764435,9.999999747378752e-05,1.143927812576294,0.7491872906684875,0.005305039696395397,0.0005837711505591869,0.2854594588279724,1.1970100402832031
6,0.6307050585746765,0.06630079448223114,0.10492431372404099,0.30603012442588806,9.999999747378752e-05,1.1312395334243774,0.7523306012153625,0.021000618115067482,0.009924110025167465,0.29109975695610046,1.1667884588241577
7,0.684576153755188,0.09544742852449417,0.11763489246368408,0.31236788630485535,9.999999747378752e-05,1.1116353273391724,0.7596243023872375,0.018547140061855316,0.010507880710065365,0.2935275435447693,1.1438016891479492
8,0.7165030241012573,0.09325520694255829,0.06999090313911438,0.3114575743675232,9.999999747378752e-05,1.1060336828231812,0.7648556232452393,0.03689320385456085,0.011091652326285839,0.29629260301589966,1.1339201927185059
9,0.7105294466018677,0.09991948306560516,0.10264964401721954,0.30847737193107605,9.999999747378752e-05,1.1025234460830688,0.7696565389633179,0.03628117963671684,0.0046701692044734955,0.29828959703445435,1.127648115158081
10,0.743707537651062,0.15677495300769806,0.06806087493896484,0.3316763937473297,9.999999747378752e-05,1.0807539224624634,0.7789306640625,0.02500000037252903,0.0020431990269571543,0.3004208207130432,1.1191257238388062
11,0.7316164374351501,0.15257945656776428,0.08941520005464554,0.32369187474250793,9.999999747378752e-05,1.0806883573532104,0.7889629006385803,0.013698630034923553,0.0008756567258387804,0.3024851977825165,1.1062616109848022
12,0.727239727973938,0.12273214012384415,0.10267721861600876,0.32589036226272583,9.999999747378752e-05,1.0844192504882812,0.7993710041046143,0.008849557489156723,0.00029188557527959347,0.3140917420387268,1.0959972143173218
13,0.7528285384178162,0.1842135637998581,0.08809176087379456,0.3315095007419586,9.999999747378752e-05,1.0719400644302368,0.8039277791976929,0.0,0.0,0.3159957826137543,1.0869694948196411
14,0.7366185784339905,0.17236916720867157,0.08445228636264801,0.32060709595680237,9.999999747378752e-05,1.0736024379730225,0.8018413186073303,0.05714285746216774,0.0017513134516775608,0.31813710927963257,1.082535743713379
15,0.744956374168396,0.19110296666622162,0.1064821183681488,0.3161081373691559,9.999999747378752e-05,1.078925371170044,0.8078452944755554,0.04205607622861862,0.002626970177516341,0.32264187932014465,1.073756217956543
16,0.7516383528709412,0.14065904915332794,0.05961013585329056,0.32834452390670776,9.999999747378752e-05,1.065428614616394,0.8079320192337036,0.11764705926179886,0.0023350846022367477,0.3335188627243042,1.064467430114746
17,0.7661060690879822,0.18615104258060455,0.077642060816288,0.3329872488975525,9.999999747378752e-05,1.0544432401657104,0.8110929727554321,0.0595238097012043,0.0029188557527959347,0.3351476192474365,1.0608412027359009
18,0.7523820996284485,0.19345292448997498,0.14509636163711548,0.3498538136482239,9.999999747378752e-05,1.049651026725769,0.8127360939979553,0.02881355956196785,0.004962055012583733,0.33864861726760864,1.0570839643478394
19,0.7359681129455566,0.23411007225513458,0.17797568440437317,0.3381359279155731,9.999999747378752e-05,1.0594227313995361,0.8094353675842285,0.023172905668616295,0.00758902495726943,0.340690016746521,1.0562323331832886
20,0.7377209663391113,0.22055374085903168,0.1646171659231186,0.3377390205860138,9.999999747378752e-05,1.051822304725647,0.8112263083457947,0.020330367609858513,0.0046701692044734955,0.34285369515419006,1.0543545484542847
