epoch,accuracy,class2_precision,class2_recall,f1,learning_rate,loss,val_accuracy,val_class2_precision,val_class2_recall,val_f1,val_loss
0,0.4962024390697479,0.02229214645922184,0.012696793302893639,0.27538222074508667,9.999999747378752e-05,1.3056126832962036,0.7706764340400696,0.0,0.0,0.25226715207099915,1.211723804473877
1,0.4998950660228729,0.022566555067896843,0.008974606171250343,0.2718323767185211,9.999999747378752e-05,1.2360347509384155,0.7814796566963196,0.0,0.0,0.2578771710395813,1.192816138267517
2,0.5371158719062805,0.02114924229681492,0.002922606188803911,0.27821701765060425,9.999999747378752e-05,1.1846363544464111,0.7831629514694214,0.0,0.0,0.26150646805763245,1.1739540100097656
3,0.5742965936660767,0.016061868518590927,0.00037221869570203125,0.2786417603492737,9.999999747378752e-05,1.1549400091171265,0.7806846499443054,0.0,0.0,0.26440078020095825,1.160438895225525
4,0.6269733309745789,0.015209125354886055,5.514351141755469e-05,0.28116023540496826,9.999999747378752e-05,1.1398322582244873,0.7787507772445679,0.0,0.0,0.26679927110671997,1.151881217956543
5,0.6719589829444885,0.0,0.0,0.2809639573097229,9.999999747378752e-05,1.1259284019470215,0.7791988849639893,0.0,0.0,0.26880359649658203,1.1437734365463257
6,0.7097874283790588,0.0,0.0,0.2882152795791626,9.999999747378752e-05,1.1150507926940918,0.7785194516181946,0.0,0.0,0.27303650975227356,1.1300681829452515
7,0.7320237755775452,0.0,0.0,0.2925228476524353,9.999999747378752e-05,1.105540156364441,0.7778593301773071,0.0,0.0,0.27995264530181885,1.111180305480957
8,0.7468392252922058,0.0,0.0,0.2916826903820038,9.999999747378752e-05,1.0980958938598633,0.7778528928756714,0.0,0.0,0.28350886702537537,1.1000970602035522
9,0.7574785351753235,0.0,0.0,0.2906803786754608,9.999999747378752e-05,1.0968693494796753,0.7783379554748535,0.0,0.0,0.2862382233142853,1.0912787914276123
10,0.7610741257667542,0.0,0.0,0.29666319489479065,9.999999747378752e-05,1.092271089553833,0.7785419821739197,0.0,0.0,0.2874695360660553,1.0912352800369263
11,0.7682220935821533,0.0,0.0,0.2947017252445221,9.999999747378752e-05,1.0912582874298096,0.7785179018974304,0.0,0.0,0.2884123623371124,1.0890487432479858
12,0.7672023177146912,0.0,0.0,0.2958495616912842,9.999999747378752e-05,1.0892252922058105,0.7785452008247375,0.0,0.0,0.2895365357398987,1.0876725912094116
13,0.7714607119560242,0.0,0.0,0.2970828115940094,9.999999747378752e-05,1.0864375829696655,0.7785789370536804,0.0,0.0,0.28913089632987976,1.0879671573638916
14,0.7724640369415283,0.0,0.0,0.3004111051559448,9.999999747378752e-05,1.0855674743652344,0.7786190509796143,0.0,0.0,0.28925779461860657,1.0879170894622803
15,0.7718337774276733,0.0,0.0,0.2982352375984192,9.999999747378752e-05,1.0843520164489746,0.7786206603050232,0.0,0.0,0.2898305058479309,1.086833119392395
16,0.7731919884681702,0.0,0.0,0.30052220821380615,9.999999747378752e-05,1.0828217267990112,0.7786447405815125,0.0,0.0,0.2894628942012787,1.088280200958252
17,0.7735797762870789,0.0,0.0,0.30248913168907166,9.999999747378752e-05,1.080661416053772,0.7786624431610107,0.0,0.0,0.2885814309120178,1.0881884098052979
18,0.7728233933448792,0.0,0.0,0.3019593060016632,9.999999747378752e-05,1.0765098333358765,0.7787025570869446,0.0,0.0,0.28987210988998413,1.0869534015655518
19,0.7725247144699097,0.0,0.0,0.3007960617542267,9.999999747378752e-05,1.0787379741668701,0.7791458964347839,0.0,0.0,0.29127198457717896,1.0842233896255493
20,0.774433970451355,0.0,0.0,0.3019699454307556,9.999999747378752e-05,1.0728412866592407,0.7798686623573303,0.0,0.0,0.29117411375045776,1.0814281702041626
21,0.7758947014808655,0.0,0.0,0.3032688498497009,9.999999747378752e-05,1.0713047981262207,0.7823678851127625,0.0,0.0,0.29339009523391724,1.0765117406845093
22,0.7738170623779297,0.0,0.0,0.30005720257759094,9.999999747378752e-05,1.0721160173416138,0.7817190289497375,0.0,0.0,0.29626789689064026,1.0728216171264648
23,0.7719067931175232,0.0,0.0,0.3099260628223419,9.999999747378752e-05,1.0660039186477661,0.7827340960502625,0.0,0.0,0.29787108302116394,1.0699890851974487
24,0.7778717875480652,0.0,0.0,0.3082428276538849,9.999999747378752e-05,1.0689995288848877,0.7829365134239197,0.0,0.0,0.29896268248558044,1.0691087245941162
25,0.7744181752204895,0.0028818442951887846,1.3785877854388673e-05,0.3064824938774109,9.999999747378752e-05,1.0644056797027588,0.7860942482948303,0.0,0.0,0.29887571930885315,1.0696930885314941
26,0.7714812755584717,0.0,0.0,0.31353476643562317,9.999999747378752e-05,1.0656108856201172,0.7927374839782715,0.0,0.0,0.3009141981601715,1.0709388256072998
27,0.7700576186180115,0.000668449210934341,1.3785877854388673e-05,0.30524346232414246,9.999999747378752e-05,1.0696614980697632,0.7952929139137268,0.0,0.0,0.3008631765842438,1.0711787939071655
28,0.77489173412323,0.056883759796619415,0.0009512255783192813,0.3056657910346985,9.999999747378752e-05,1.0674598217010498,0.8012711405754089,0.0,0.0,0.30123409628868103,1.0701318979263306
29,0.7647605538368225,0.05882352963089943,0.001488874782808125,0.30774685740470886,9.999999747378752e-05,1.0635886192321777,0.7977407574653625,0.0,0.0,0.3017667531967163,1.070542335510254
30,0.7735081315040588,0.05302802100777626,0.002426314400509,0.3125024735927582,9.999999747378752e-05,1.0619193315505981,0.8017321228981018,0.0,0.0,0.3019404709339142,1.0702863931655884
31,0.7746996879577637,0.0754961147904396,0.002412528498098254,0.3123379647731781,4.999999873689376e-05,1.0579414367675781,0.8035551309585571,0.0,0.0,0.3031504452228546,1.0693721771240234
32,0.7717583179473877,0.05705329030752182,0.0012545149074867368,0.3097577393054962,4.999999873689376e-05,1.062171459197998,0.8034764528274536,0.0,0.0,0.3026916980743408,1.0701267719268799
33,0.7712779641151428,0.08464142680168152,0.0037911164108663797,0.313326358795166,4.999999873689376e-05,1.0652947425842285,0.8033125996589661,0.0,0.0,0.3035767674446106,1.0701171159744263
34,0.7761521935462952,0.039944425225257874,0.0015853759832680225,0.31791937351226807,4.999999873689376e-05,1.0580435991287231,0.8048320412635803,0.0,0.0,0.3038286566734314,1.0708119869232178
35,0.7709347009658813,0.1812972128391266,0.009594971314072609,0.3185908794403076,4.999999873689376e-05,1.0564627647399902,0.8044047951698303,0.0,0.0,0.3039674162864685,1.0694684982299805
36,0.7624926567077637,0.11655011773109436,0.011717995628714561,0.31499651074409485,4.999999873689376e-05,1.0565040111541748,0.801239013671875,0.0,0.0,0.3045159578323364,1.0681462287902832
37,0.7679450511932373,0.1256358027458191,0.013620447367429733,0.3084314465522766,4.999999873689376e-05,1.067182183265686,0.7999331951141357,0.0,0.0,0.30529481172561646,1.0683276653289795
38,0.7685396075248718,0.13483020663261414,0.016639554873108864,0.30585625767707825,4.999999873689376e-05,1.0690110921859741,0.7967737913131714,0.0,0.0,0.3053511083126068,1.0695793628692627
39,0.7680591940879822,0.1252335011959076,0.023105131462216377,0.3117333650588989,4.999999873689376e-05,1.0586801767349243,0.7975865602493286,0.0,0.0,0.305894672870636,1.0695815086364746
